comp_name,type,chain_ids,candidate_pdb_id,candidate_chain_ids,assembly_id,reason
5w3l_E:G|B:A:C,AG,B:A:C,1RUF,3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2,1,potential_complex_homomer
5w3l_E:G|B:A:C,AG,B:A:C,1RUI,3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2,1,potential_complex_homomer
5w3l_E:G|B:A:C,AG,B:A:C,1RUH,3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2,1,potential_complex_homomer
6ieb_E:F|B,AG,B,6F9C,A|C|E|G|I|K,1,potential_complex_homomer
5gmq_B:C|A,AG,A,6Q04,A|B|C,1,potenial_homomer
5mhr_R:Q|A,AG,A,2OJ5,A|B|C,1,potenial_homomer
5mhr_R:Q|A,AG,A,2OJ5,D|E|F,2,potenial_homomer
2x7l_E:F|R,AG,R,3LPH,A|B,1,potenial_homomer
2x7l_E:F|R,AG,R,3LPH,C|D,2,potenial_homomer
2x7l_E:F|R,AG,R,6BSY,A|B,1,potenial_homomer
5hj3_E:F|H:G,AG,H:G,6G95,B:A|B:A|B:A,1,potenial_homomer
5hj3_E:F|H:G,AG,H:G,6G9I,B:A|B:A|B:A,1,potenial_homomer
5kel_H:L|B,AG,B,6G95,B|B|B,1,potential_complex_homomer
5kel_H:L|B,AG,B,2EBO,A|B|C,1,potenial_homomer
5kel_H:L|B,AG,B,6G9I,B|B|B,1,potential_complex_homomer
4lvh_E:F|D,AG,D,6GOL,A|A|A,1,potenial_homomer
4liq_H:L|E,AG,E,5QU4,A|C,1,potenial_homomer
4liq_H:L|E,AG,E,5QU4,B|D,2,potenial_homomer
4liq_H:L|E,AG,E,5QU3,A|B,1,potenial_homomer
4liq_H:L|E,AG,E,5QU8,A|A,1,potenial_homomer
6mlm_F:G|B,AG,B,3M5G,A|C|E,1,potential_complex_homomer
6mlm_F:G|B,AG,B,3M5J,A|C|E,1,potential_complex_homomer
4fg6_E:F|B,AG,B,4FTP,A|A,1,potenial_homomer
4fg6_E:F|B,AG,B,1KPK,A|B,1,potenial_homomer
4fg6_E:F|B,AG,B,1KPK,C|D,2,potenial_homomer
4fg6_E:F|B,AG,B,1KPK,E|F,3,potenial_homomer
4zs7_H:L|A,AG,A,1ALU,A|A,1,potenial_homomer
4zs7_H:L|A,AG,A,1ALU,A|A,2,potenial_homomer
6h06_C:D|G,AG,G,6NWP,A|B|C|D|E|F,1,potenial_homomer
1tqc_B:C|A,AG,A,4HLS,A|B,3,potenial_homomer
1tqc_B:C|A,AG,A,4HMR,A|B,3,potenial_homomer
5t5n_G:F|E,AG,E,6N25,A|B|C|D|E,1,potenial_homomer
6bft_H:L|C,AG,C,1MKK,A|B,1,potenial_homomer
6bft_H:L|C,AG,C,4KZN,A|A,1,potenial_homomer
6bft_H:L|C,AG,C,3QTK,A|D,1,potenial_homomer
6bft_H:L|C,AG,C,3QTK,B|C,2,potenial_homomer
6bft_H:L|C,AG,C,3QTK,E|F,3,potenial_homomer
5bk1_H:L|A,AG,A,6LES,A|B,1,potenial_homomer
5bk1_H:L|A,AG,A,6LES,X|Y,2,potenial_homomer
4xwo_C:D|A,AG,A,2WOJ,C|D,1,potenial_homomer
4xwo_C:D|A,AG,A,2WOJ,A|B,2,potenial_homomer
4xwo_C:D|A,AG,A,3H84,A|B,1,potenial_homomer
4xwo_C:D|A,AG,A,3H84,A|B|A|B,2,potenial_homomer
6nfv_A:B|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
6nfv_A:B|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
6nfv_A:B|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
6sne_H:L|P,AG,P,3GWO,A|B,1,potenial_homomer
6sne_H:L|P,AG,P,2X7R,C,1,additional_chains
6sne_H:L|P,AG,P,2X7R,E,2,additional_chains
6sne_H:L|P,AG,P,2X7R,B,3,additional_chains
6sne_H:L|P,AG,P,3H01,A|B,1,potenial_homomer
5xj3_D:E|F,AG,F,3OSK,A|B,1,potenial_homomer
5xj3_D:E|F,AG,F,2X44,D|D,1,potenial_homomer
5mhr_M:L|D,AG,D,2OJ5,A|B|C,1,potenial_homomer
5mhr_M:L|D,AG,D,2OJ5,D|E|F,2,potenial_homomer
5hhv_H:L|A,AG,A,4HR9,A|B,1,potenial_homomer
5kel_M:O|F,AG,F,6G95,A|A|A,1,potential_complex_homomer
5kel_M:O|F,AG,F,6G9I,A|A|A,1,potential_complex_homomer
5x8l_F:K|A,AG,A,6NP9,A|A,1,potenial_homomer
5x8l_F:K|A,AG,A,4Z18,A|B,1,potenial_homomer
5x8l_F:K|A,AG,A,5NIU,A|B,1,potenial_homomer
5x8l_F:K|A,AG,A,5NIU,C|D,2,potenial_homomer
4plk_D:C|B,AG,B,3IYO,A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D|A|B|D,1,potenial_homomer
4plk_D:C|B,AG,B,6LAT,A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A,1,potenial_homomer
4plk_D:C|B,AG,B,3GGQ,A|A,1,potenial_homomer
4plk_D:C|B,AG,B,2ZZQ,A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A,1,potenial_homomer
4plk_D:C|B,AG,B,6LB0,A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A,1,potenial_homomer
5k9k_H:L|F,AG,F,6BKO,B|B|B,2,potenial_homomer
5k9k_H:L|F,AG,F,6BKO,B|B|B,3,potential_complex_homomer
5k9k_H:L|F,AG,F,6GOL,A|A|A,1,potenial_homomer
5k9k_H:L|F,AG,F,6BKS,B|B|B,2,potenial_homomer
5k9k_H:L|F,AG,F,6BKS,B|B|B,3,potential_complex_homomer
5k9k_H:L|F,AG,F,6BKN,B|B|B,2,potenial_homomer
5k9k_H:L|F,AG,F,6BKN,B|B|B,3,potential_complex_homomer
5k9k_H:L|F,AG,F,6BKT,B|B|B,2,potenial_homomer
5k9k_H:L|F,AG,F,6BKT,B|B|B,3,potential_complex_homomer
2htk_E:F|B,AG,B,4FTP,A|A,1,potenial_homomer
2htk_E:F|B,AG,B,1KPK,A|B,1,potenial_homomer
2htk_E:F|B,AG,B,1KPK,C|D,2,potenial_homomer
2htk_E:F|B,AG,B,1KPK,E|F,3,potenial_homomer
4tqe_H:L|A,AG,A,6NWP,A|B|C|D|E|F,1,potenial_homomer
4hc1_H:L|A,AG,A,4HBQ,A|B,3,potenial_homomer
2q8b_H:L|A,AG,A,1Z40,A|E,1,potenial_homomer
5k59_E:F|B,AG,B,4TW1,A|C|E|G,1,potential_complex_homomer
5k59_E:F|B,AG,B,4TW1,I|K|M|O,2,potential_complex_homomer
1ott_E:F|B,AG,B,4FTP,A|A,1,potenial_homomer
1ott_E:F|B,AG,B,1KPK,A|B,1,potenial_homomer
1ott_E:F|B,AG,B,1KPK,C|D,2,potenial_homomer
1ott_E:F|B,AG,B,1KPK,E|F,3,potenial_homomer
3hi1_H:L|G,AG,G,3DNN,A|C|D|F|G|I,1,potential_complex_homomer
6k5d_C:D|A,AG,A,4FTP,A|A,1,potenial_homomer
6k5d_C:D|A,AG,A,1KPK,A|B,1,potenial_homomer
6k5d_C:D|A,AG,A,1KPK,C|D,2,potenial_homomer
6k5d_C:D|A,AG,A,1KPK,E|F,3,potenial_homomer
3ldb_C:B|A,AG,A,3K2O,A|B,1,potenial_homomer
3ldb_C:B|A,AG,A,6GDY,A|B,1,potenial_homomer
5dfv_E:F|B,AG,B,3X0E,A|B,1,potenial_homomer
5dfv_E:F|B,AG,B,1G8Q,A|B,1,potenial_homomer
5dfv_E:F|B,AG,B,5M33,A|B,1,potenial_homomer
5ken_C:D|B,AG,B,6G95,B|B|B,1,potential_complex_homomer
5ken_C:D|B,AG,B,2EBO,A|B|C,1,potenial_homomer
5ken_C:D|B,AG,B,6G9I,B|B|B,1,potential_complex_homomer
3gb7_A:B|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
3gb7_A:B|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
3gb7_A:B|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
5mp3_A:B|C,AG,C,6NWP,A|B|C|D|E|F,1,potenial_homomer
4zxb_C:D|E,AG,E,2HR7,A|B,1,potenial_homomer
4zxb_C:D|E,AG,E,4XST,E,1,additional_chains
4zxb_C:D|E,AG,E,4XST,E|E|E|E|E|E,2,potential_complex_homomer
5fec_A:B|D,AG,D,3DNN,A|D|G,1,potential_complex_homomer
4wv1_E:D|F,AG,F,3CAF,A|A,1,potenial_homomer
4wv1_E:D|F,AG,F,3EUU,A|B,3,potenial_homomer
1s5h_B:A|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
1s5h_B:A|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
1s5h_B:A|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
6q23_J:K|B,AG,B,3TI4,A|B|A|B,1,potenial_homomer
6q23_J:K|B,AG,B,6G01,A|A|B|B,1,potenial_homomer
6q23_J:K|B,AG,B,6G01,B|B|A|A,2,potenial_homomer
6q23_J:K|B,AG,B,5NZ4,B|B|A|A,1,potenial_homomer
6q23_J:K|B,AG,B,5NZ4,A|A|B|B,2,potenial_homomer
6rps_N:M|B,AG,B,6G5L,A|B,1,potenial_homomer
6rps_N:M|B,AG,B,6G5L,C|D,2,potenial_homomer
6rps_N:M|B,AG,B,5MSA,A|B,1,potenial_homomer
6rps_N:M|B,AG,B,5MSA,C|D,2,potenial_homomer
3or6_A:B|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
3or6_A:B|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
3or6_A:B|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
5wob_O:P|D,AG,D,4PFC,A|B,1,potenial_homomer
5wob_O:P|D,AG,D,4PF9,A|B,1,potenial_homomer
5wob_O:P|D,AG,D,4PF7,A|B,1,potenial_homomer
5xcr_D:E|F,AB,D:E,4NR2,A:A|B:B,1,potential_complex_homomer
5xcr_D:E|F,AB,D:E,4NR2,C:C|D:D,2,potential_complex_homomer
5xcr_D:E|F,AB,D:E,4NR2,E:E|F:F,3,potential_complex_homomer
5xcr_D:E|F,AB,D:E,4NR2,G:G|H:H,4,potential_complex_homomer
3ixy_G:H|A,AG,A,1OKE,A|B,1,potenial_homomer
3ixy_G:H|A,AG,A,1OAN,A|B,1,potenial_homomer
3ixy_G:H|A,AG,A,1TG8,A|A,1,potenial_homomer
3ixy_G:H|A,AG,A,1OK8,A|A|A,1,potenial_homomer
4xwo_K:L|H,AG,H,2WOJ,C|D,1,potenial_homomer
4xwo_K:L|H,AG,H,2WOJ,A|B,2,potenial_homomer
4xwo_K:L|H,AG,H,3H84,A|B,1,potenial_homomer
4xwo_K:L|H,AG,H,3H84,A|B|A|B,2,potenial_homomer
4hlz_G:H|B:A,AG,B:A,3QQE,B:A|B:A|B:A,1,potenial_homomer
4hlz_G:H|B:A,AG,B:A,2WR7,A:A|B:B|C:C,1,potential_complex_homomer
4hlz_G:H|B:A,AG,B:A,3QQB,B:A|B:A|B:A,1,potenial_homomer
5w9h_B:C|A,AG,A,4NCU,A|A|A,1,potenial_homomer
5w9h_B:C|A,AG,A,4NCW,A|B|C,1,potenial_homomer
1nmc_B:C|A,AG,A,6D3B,A|A|A|A,1,potenial_homomer
1nmc_B:C|A,AG,A,1F8D,A|A|A|A,1,potenial_homomer
1nmc_B:C|A,AG,A,6HFC,A|A|A|A,1,potenial_homomer
1nmc_B:C|A,AG,A,6HG0,A|A|A|A,1,potenial_homomer
1nmc_B:C|A,AG,A,6HCX,A|A|A|A,1,potenial_homomer
3kj4_C:B|D,AG,D,5O0O,A|B|C|D|E|F|G|H,1,potenial_homomer
3hpl_A:B|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
3hpl_A:B|C,AG,C,1BL8,A|B|C|D,1,potenial_homomer
3whe_W:X|F,AG,F,6BKO,B|B|B,2,potenial_homomer
3whe_W:X|F,AG,F,6BKO,B|B|B,3,potential_complex_homomer
3whe_W:X|F,AG,F,6GOL,A|A|A,1,potenial_homomer
3whe_W:X|F,AG,F,6BKS,B|B|B,2,potenial_homomer
3whe_W:X|F,AG,F,6BKS,B|B|B,3,potential_complex_homomer
3whe_W:X|F,AG,F,6BKN,B|B|B,2,potenial_homomer
3whe_W:X|F,AG,F,6BKN,B|B|B,3,potential_complex_homomer
3whe_W:X|F,AG,F,6BKT,B|B|B,2,potenial_homomer
3whe_W:X|F,AG,F,6BKT,B|B|B,3,potential_complex_homomer
3bkj_H:L|A,AG,A,5BUO,A|B,1,potenial_homomer
3bkj_H:L|A,AG,A,5OQV,A|B|C|D|E|F|G|H|I,1,potenial_homomer
1fsk_L:K|J,AG,J,4BKD,A|A,1,potenial_homomer
5vk6_A:B|C,AG,C,1JVM,A|B|C|D,1,potenial_homomer
5vk6_A:B|C,AG,C,1JVM,A|B|C|D|A|B|C|D,2,potenial_homomer
5vk6_A:B|C,AG,C,1J95,A|B|C|D,1,potenial_homomer
5dur_B:D|A,AG,A,4KWM,A|A|A,1,potential_complex_homomer
5dur_B:D|A,AG,A,4KWM,C|C|C,2,potential_complex_homomer
5dur_B:D|A,AG,A,4KWM,E|E|E,3,potential_complex_homomer
5dur_B:D|A,AG,A,6NTF,A|A|A,1,potenial_homomer
5d8j_H:L|A,AG,A,1ADL,A|A,1,potenial_homomer
5d8j_H:L|A,AG,A,1LIC,A|A,1,potenial_homomer
5d8j_H:L|A,AG,A,1LIE,A|A,1,potenial_homomer
5d8j_H:L|A,AG,A,1LIF,A|A,1,potenial_homomer
2exy_E:F|B,AG,B,4FTP,A|A,1,potenial_homomer
2exy_E:F|B,AG,B,1KPK,A|B,1,potenial_homomer
2exy_E:F|B,AG,B,1KPK,C|D,2,potenial_homomer
2exy_E:F|B,AG,B,1KPK,E|F,3,potenial_homomer
3ztn_H:L|B:A,AG,B:A,3M6S,B:A|D:C|F:E,1,potenial_homomer
3ztn_H:L|B:A,AG,B:A,3M6S,H:G|J:I|L:K,2,potenial_homomer
2boc_A:B|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
2boc_A:B|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
2boc_A:B|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
5wk3_U:T|C,AG,C,1NR4,A|B,1,potenial_homomer
5wk3_U:T|C,AG,C,1NR4,C|D,2,potenial_homomer
5wk3_U:T|C,AG,C,1NR4,E|F,3,potenial_homomer
5wk3_U:T|C,AG,C,1NR4,G|H,4,potenial_homomer
5wk3_U:T|C,AG,C,1NR4,A|B|C|D|E|F|G|H,5,potenial_homomer
2nr6_F:E|B,AG,B,4RLD,A|B,5,potenial_homomer
2nr6_F:E|B,AG,B,4RLD,C|D,6,potenial_homomer
6flc_B:A|I,AG,I,1OKE,A|B,1,potenial_homomer
6flc_B:A|I,AG,I,1OAN,A|B,1,potenial_homomer
6flc_B:A|I,AG,I,1TG8,A|A,1,potenial_homomer
6flc_B:A|I,AG,I,1OK8,A|A|A,1,potenial_homomer
5b3j_E:F|C,AG,C,3JPW,A|A,2,potenial_homomer
5b3j_E:F|C,AG,C,3JPY,A|A,2,potenial_homomer
5w9l_E:F|D,AG,D,4NCU,A|A|A,1,potenial_homomer
5w9l_E:F|D,AG,D,4NCW,A|B|C,1,potenial_homomer
2j6e_H:L|A,AG,A,5HSF,A|B,1,potenial_homomer
2j6e_H:L|A,AG,A,5HYF,A|A,1,potenial_homomer
2j6e_H:L|A,AG,A,5JII,A|B,1,potenial_homomer
3zkm_C:D|B,AG,B,2EWY,A|B,5,potenial_homomer
3zkm_C:D|B,AG,B,2EWY,C|D,6,potenial_homomer
4rau_N:M|O,AG,O,1F9Q,A|B|C|D,1,potenial_homomer
4rau_N:M|O,AG,O,4HSV,A|B|C|D,1,potenial_homomer
4ffy_H:L|A,AG,A,3IRC,A|A|A,2,potenial_homomer
4ffy_H:L|A,AG,A,4GSX,A|A|A,1,potenial_homomer
4ffy_H:L|A,AG,A,4GSX,B|B|B,2,potenial_homomer
4ffy_H:L|A,AG,A,3G7T,A|A|A,1,potenial_homomer
4ffy_H:L|A,AG,A,3J05,A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C,1,potenial_homomer
2r29_H:L|A,AG,A,1OKE,A|B,1,potenial_homomer
2r29_H:L|A,AG,A,1OAN,A|B,1,potenial_homomer
2r29_H:L|A,AG,A,1TG8,A|A,1,potenial_homomer
2r29_H:L|A,AG,A,1OK8,A|A|A,1,potenial_homomer
4qci_H:L|C,AG,C,1PDG,A|B,1,potenial_homomer
4qci_H:L|C,AG,C,1PDG,C|C,2,potenial_homomer
4edx_H:L|V,AG,V,6XUO,A|A,1,potenial_homomer
4edx_H:L|V,AG,V,4EFV,A|B,1,potenial_homomer
5udc_E:G|D,AG,D,5EA4,F|F|F,1,potenial_homomer
5udc_E:G|D,AG,D,5KWW,F|F|F,1,potenial_homomer
5udc_E:G|D,AG,D,6EAK,F|F|F,1,potenial_homomer
5udc_E:G|D,AG,D,6EAM,F|F|F,1,potenial_homomer
5udc_E:G|D,AG,D,6EAL,F|F|F,1,potenial_homomer
4edx_B:A|W,AG,W,6XUO,A|A,1,potenial_homomer
4edx_B:A|W,AG,W,4EFV,A|B,1,potenial_homomer
1ors_B:A|C,AG,C,6UWM,A|C|B|D,1,potenial_homomer
5vpg_D:C|A,AG,A,2AS8,A|B,1,potenial_homomer
5vjq_G:H|L,AG,L,1IAK,P,1,additional_chains
5ugy_H:L|A,AG,A,4EDB,A|C|E,1,potential_complex_homomer
6n5d_L:N|K,AG,K,6BKQ,A|C|E,1,potenial_homomer
6n5d_L:N|K,AG,K,6BKQ,A|C|E,3,potential_complex_homomer
6n5d_L:N|K,AG,K,6BKM,A|C|E,1,potenial_homomer
6n5d_L:N|K,AG,K,6BKM,A|C|E,3,potential_complex_homomer
1ken_H:L|A,AG,A,6BKQ,A|C|E,1,potenial_homomer
1ken_H:L|A,AG,A,6BKQ,A|C|E,3,potential_complex_homomer
1ken_H:L|A,AG,A,6BKM,A|C|E,1,potenial_homomer
1ken_H:L|A,AG,A,6BKM,A|C|E,3,potential_complex_homomer
2nlj_B:A|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
2nlj_B:A|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
2nlj_B:A|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
6apd_D:E|A,AG,A,6EAD,F|F|F,1,potenial_homomer
6apd_D:E|A,AG,A,6EAE,F|F|F,1,potenial_homomer
4i2x_B:A|E,AG,E,2JJW,A|A,1,potenial_homomer
6bfq_C:D|G,AG,G,1CSG,A|B,1,potenial_homomer
6sne_F:E|N,AG,N,3GWO,A|B,1,potenial_homomer
6sne_F:E|N,AG,N,2X7R,C,1,additional_chains
6sne_F:E|N,AG,N,2X7R,E,2,additional_chains
6sne_F:E|N,AG,N,2X7R,B,3,additional_chains
6sne_F:E|N,AG,N,3H01,A|B,1,potenial_homomer
4hg4_V:W|G,AG,G,3QQE,A|A|A,1,potential_complex_homomer
4hg4_V:W|G,AG,G,2WR7,A|B|C,1,potenial_homomer
4hg4_V:W|G,AG,G,3QQB,A|A|A,1,potential_complex_homomer
3o45_H:L|P,AG,P,5EA4,F|F|F,1,potenial_homomer
3o45_H:L|P,AG,P,5KWW,F|F|F,1,potenial_homomer
3o45_H:L|P,AG,P,6Q0S,F|F|F,1,potenial_homomer
3o45_H:L|P,AG,P,5C69,A|A|A|A|A|A,1,potenial_homomer
3o45_H:L|P,AG,P,5C6B,F|F|F|F|F|F,1,potenial_homomer
5yoy_I:F|A,AG,A,5UUI,A|A|A,1,potenial_homomer
5yoy_I:F|A,AG,A,2AZ5,A|B|C|D,1,potenial_homomer
5yoy_I:F|A,AG,A,4TSV,A|A|A,1,potenial_homomer
4pp2_D:C|E,AG,E,2AS8,A|B,1,potenial_homomer
5tru_h:l|c,AG,c,3OSK,A|B,1,potenial_homomer
5tru_h:l|c,AG,c,2X44,D|D,1,potenial_homomer
6niu_M:N|E,AG,E,5JHM,A|B,1,potenial_homomer
6ocb_H:L|A,AG,A,6BKQ,A|C|E,1,potenial_homomer
6ocb_H:L|A,AG,A,6BKQ,A|C|E,3,potential_complex_homomer
6ocb_H:L|A,AG,A,6BKM,A|C|E,1,potenial_homomer
6ocb_H:L|A,AG,A,6BKM,A|C|E,3,potential_complex_homomer
3wd5_H:L|A,AG,A,5UUI,A|A|A,1,potenial_homomer
3wd5_H:L|A,AG,A,2AZ5,A|B|C|D,1,potenial_homomer
3wd5_H:L|A,AG,A,4TSV,A|A|A,1,potenial_homomer
6k5f_E:F|B,AG,B,4FTP,A|A,1,potenial_homomer
6k5f_E:F|B,AG,B,1KPK,A|B,1,potenial_homomer
6k5f_E:F|B,AG,B,1KPK,C|D,2,potenial_homomer
6k5f_E:F|B,AG,B,1KPK,E|F,3,potenial_homomer
2hrp_H:L|P,AB,H:L,1MF2,H:L|N:M,1,potenial_homomer
2hrp_H:L|P,AG,P,6CDJ,A|B,1,potenial_homomer
2hrp_H:L|P,AG,P,6IXD,A|B,1,potenial_homomer
2hrp_H:L|P,AG,P,6U7P,A|B,1,potenial_homomer
4m62_I:M|T,AG,T,3LF6,A|B,1,potenial_homomer
4m62_I:M|T,AG,T,3T43,A|B,1,potenial_homomer
5w9j_H:I|G,AG,G,4NCU,A|A|A,1,potenial_homomer
5w9j_H:I|G,AG,G,4NCW,A|B|C,1,potenial_homomer
6glw_H:L|A,AG,A,5XRO,A|A,1,potenial_homomer
6glw_H:L|A,AG,A,6GKS,A|A,1,potenial_homomer
6glw_H:L|A,AG,A,5XRH,A|A,1,potenial_homomer
6glw_H:L|A,AG,A,6QRN,A|A,1,potenial_homomer
6glw_H:L|A,AG,A,5XRG,A|A,1,potenial_homomer
3f7y_A:B|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
3f7y_A:B|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
3f7y_A:B|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
5xct_A:B|C,AB,A:B,4NR2,A:A|B:B,1,potential_complex_homomer
5xct_A:B|C,AB,A:B,4NR2,C:C|D:D,2,potential_complex_homomer
5xct_A:B|C,AB,A:B,4NR2,E:E|F:F,3,potential_complex_homomer
5xct_A:B|C,AB,A:B,4NR2,G:G|H:H,4,potential_complex_homomer
5w9o_B:C|A,AG,A,4NCU,A|A|A,1,potenial_homomer
5w9o_B:C|A,AG,A,4NCW,A|B|C,1,potenial_homomer
5vic_H:L|E,AG,E,3IRC,A|A|A,2,potenial_homomer
5vic_H:L|E,AG,E,4GSX,A|A|A,1,potenial_homomer
5vic_H:L|E,AG,E,4GSX,B|B|B,2,potenial_homomer
5vic_H:L|E,AG,E,3G7T,A|A|A,1,potenial_homomer
5vic_H:L|E,AG,E,3J05,A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C|A|B|C,1,potenial_homomer
1nma_H:L|N,AG,N,6D3B,A|A|A|A,1,potenial_homomer
1nma_H:L|N,AG,N,1F8D,A|A|A|A,1,potenial_homomer
1nma_H:L|N,AG,N,6HFC,A|A|A|A,1,potenial_homomer
