comp_name,candidate_type,candidate_id,pdb_id_b,ab_chain_ids_b,ag_chain_ids_b,resolution_b,resolution_method_b,ab_pdb_id_u,ab_chain_ids_u,ab_resolution_u,ab_resolution_method_u,ag_pdb_id_u,ag_chain_ids_u,ag_resolution_u,ag_resolution_method_u,ab_mismatches_cnt,ag_mismatches_cnt,small_molecules_message
5hgg_S-B,U:U,8,5hgg,S,B,1,X-ray,5HDO,A,2,X-ray,6AG9,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,9,5hgg,S,B,1,X-ray,5HDO,B,2,X-ray,6AG9,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,10,5hgg,S,B,1,X-ray,5HDO,C,2,X-ray,6AG9,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,11,5hgg,S,B,1,X-ray,5HDO,D,2,X-ray,6AG9,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,12,5hgg,S,B,1,X-ray,5HDO,A,2,X-ray,5ZA7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,13,5hgg,S,B,1,X-ray,5HDO,B,2,X-ray,5ZA7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,14,5hgg,S,B,1,X-ray,5HDO,C,2,X-ray,5ZA7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,15,5hgg,S,B,1,X-ray,5HDO,D,2,X-ray,5ZA7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,16,5hgg,S,B,1,X-ray,5HDO,A,2,X-ray,6AG7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,17,5hgg,S,B,1,X-ray,5HDO,B,2,X-ray,6AG7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,18,5hgg,S,B,1,X-ray,5HDO,C,2,X-ray,6AG7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5hgg_S-B,U:U,19,5hgg,S,B,1,X-ray,5HDO,D,2,X-ray,6AG7,U,1,X-ray,0,0,small molecules with n_atoms > 15 detected
2dqj_H+L-Y,B:U,0,2dqj,H+L,Y,1,X-ray,2dqj,H+L,1,X-ray,7BYP,A,1,X-ray,0,0,NA
2dqj_H+L-Y,B:U,1,2dqj,H+L,Y,1,X-ray,2dqj,H+L,1,X-ray,7CDO,A,1,X-ray,0,0,NA
2dqj_H+L-Y,B:U,2,2dqj,H+L,Y,1,X-ray,2dqj,H+L,1,X-ray,7CDM,A,1,X-ray,0,0,NA
5t5f_H+L-A,B:U,0,5t5f,H+L,A,2,X-ray,5t5f,H+L,2,X-ray,3KVD,D,2,X-ray,0,0,NA
2nz9_F+E-B,B:U,0,2nz9,F+E,B,3,X-ray,2nz9,F+E,3,X-ray,3BTA,A,3,X-ray,0,0,NA
6s3d_E+F-O,B:U,0,6s3d,E+F,O,3,X-ray,6s3d,E+F,3,X-ray,6XWI,A,100,UNKNOWN,0,0,NA
7kd0_C-B+A,B:U,0,7kd0,C,B+A,2,X-ray,7kd0,C,2,X-ray,3RTI,B+A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5vxj_D-C,B:U,0,5vxj,D,C,2,X-ray,5vxj,D,2,X-ray,3R9V,A,1,X-ray,0,0,NA
5vxj_D-C,B:U,1,5vxj,D,C,2,X-ray,5vxj,D,2,X-ray,3R9V,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,0,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4DKO,A,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,1,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4DKO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,2,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4DKO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,3,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4DKO,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,4,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4DKO,C,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,5,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4DKO,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,6,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4DKO,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,7,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4DKO,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,8,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4RZ8,A,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,9,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4RZ8,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,10,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4RZ8,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,11,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4RZ8,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,12,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4RZ8,B,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,13,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4RZ8,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,14,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4RZ8,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,15,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4RZ8,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,16,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4RZ8,C,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,17,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4RZ8,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,18,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4RZ8,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,19,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4RZ8,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,20,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4RZ8,D,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,21,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4RZ8,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,22,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4RZ8,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,23,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4RZ8,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,24,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4DVV,A,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,25,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4DVV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,26,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4DVV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,27,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4DVV,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,28,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4DVV,B,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,29,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4DVV,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,30,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4DVV,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,31,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4DVV,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,32,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4DKP,A,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,33,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4DKP,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,34,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4DKP,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,35,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4DKP,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,36,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4DKP,C,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,37,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4DKP,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,38,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4DKP,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,39,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4DKP,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,40,4rfn,B+C,A,3,X-ray,4RFE,H+L,1,X-ray,4DKQ,A,1,X-ray,14,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,41,4rfn,B+C,A,3,X-ray,4RFE,A+B,1,X-ray,4DKQ,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,42,4rfn,B+C,A,3,X-ray,4RFE,C+D,1,X-ray,4DKQ,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4rfn_B+C-A,U:U,43,4rfn,B+C,A,3,X-ray,4RFE,E+F,1,X-ray,4DKQ,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
7dm1_F+E-B,B:U,0,7dm1,F+E,B,2,X-ray,7dm1,F+E,2,X-ray,1PC3,A,2,X-ray,0,0,NA
7dm1_F+E-B,B:U,1,7dm1,F+E,B,2,X-ray,7dm1,F+E,2,X-ray,1PC3,B,2,X-ray,0,0,NA
7r98_D-A,B:U,0,7r98,D,A,2,X-ray,7r98,D,2,X-ray,7CDZ,A,1,X-ray,0,0,NA
7r98_D-A,B:U,1,7r98,D,A,2,X-ray,7r98,D,2,X-ray,7CDZ,B,1,X-ray,0,0,NA
7r98_D-A,B:U,2,7r98,D,A,2,X-ray,7r98,D,2,X-ray,7CDZ,C,1,X-ray,0,0,NA
7r98_D-A,B:U,3,7r98,D,A,2,X-ray,7r98,D,2,X-ray,7CDZ,D,1,X-ray,0,0,NA
7r98_D-A,B:U,4,7r98,D,A,2,X-ray,7r98,D,2,X-ray,6YI3,A,100,UNKNOWN,0,0,NA
7r98_D-A,B:U,5,7r98,D,A,2,X-ray,7r98,D,2,X-ray,6M3M,A,2,X-ray,0,0,NA
7r98_D-A,B:U,6,7r98,D,A,2,X-ray,7r98,D,2,X-ray,6M3M,B,2,X-ray,0,0,NA
7r98_D-A,B:U,7,7r98,D,A,2,X-ray,7r98,D,2,X-ray,6M3M,C,2,X-ray,0,0,NA
7r98_D-A,B:U,8,7r98,D,A,2,X-ray,7r98,D,2,X-ray,6M3M,D,2,X-ray,0,0,NA
6txz_I+M-B,B:U,0,6txz,I+M,B,3,X-ray,6txz,I+M,3,X-ray,5F71,A,2,X-ray,0,0,NA
6txz_I+M-B,B:U,1,6txz,I+M,B,3,X-ray,6txz,I+M,3,X-ray,5F71,B,2,X-ray,0,0,NA
2wuc_H+L-A,B:U,0,2wuc,H+L,A,2,X-ray,2wuc,H+L,2,X-ray,1YBW,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
2wuc_H+L-A,B:U,1,2wuc,H+L,A,2,X-ray,2wuc,H+L,2,X-ray,1YBW,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3gi9_H+L-C,B:U,0,3gi9,H+L,C,2,X-ray,3gi9,H+L,2,X-ray,3GIA,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
3iu3_C+D-J,U:U,0,3iu3,C+D,J,2,X-ray,1MIM,H+L,2,X-ray,6VWU,A,3,X-ray,0,0,NA
5th9_J+N-C,B:U,0,5th9,J+N,C,3,X-ray,5th9,J+N,3,X-ray,5TH6,A,1,X-ray,0,0,NA
5th9_J+N-C,B:U,1,5th9,J+N,C,3,X-ray,5th9,J+N,3,X-ray,5TH6,B,1,X-ray,0,0,NA
5th9_J+N-C,B:U,2,5th9,J+N,C,3,X-ray,5th9,J+N,3,X-ray,5TH6,C,1,X-ray,0,0,NA
5th9_J+N-C,B:U,3,5th9,J+N,C,3,X-ray,5th9,J+N,3,X-ray,5TH6,D,1,X-ray,0,0,NA
3eba_A-B,B:U,0,3eba,A,B,1,X-ray,3eba,A,1,X-ray,3FE0,A,1,X-ray,0,0,NA
3eba_A-B,B:U,1,3eba,A,B,1,X-ray,3eba,A,1,X-ray,6LFH,X,1,X-ray,0,0,NA
3eba_A-B,B:U,2,3eba,A,B,1,X-ray,3eba,A,1,X-ray,2ZIJ,A,1,X-ray,0,0,NA
3eba_A-B,B:U,3,3eba,A,B,1,X-ray,3eba,A,1,X-ray,2NWD,X,1,X-ray,0,0,NA
3eba_A-B,B:U,4,3eba,A,B,1,X-ray,3eba,A,1,X-ray,5LSH,A,1,X-ray,0,0,NA
5uoe_H+L-A,B:U,0,5uoe,H+L,A,3,X-ray,5uoe,H+L,3,X-ray,4IFH,A,3,X-ray,0,0,NA
5uoe_H+L-A,B:U,1,5uoe,H+L,A,3,X-ray,5uoe,H+L,3,X-ray,4IFH,B,3,X-ray,0,0,small molecules with n_atoms > 15 detected
5uoe_H+L-A,B:U,2,5uoe,H+L,A,3,X-ray,5uoe,H+L,3,X-ray,4RE9,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5uoe_H+L-A,B:U,3,5uoe,H+L,A,3,X-ray,5uoe,H+L,3,X-ray,4RE9,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4zpv_H+L-R,B:U,0,4zpv,H+L,R,3,X-ray,4zpv,H+L,3,X-ray,4ZPW,R,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4zpv_H+L-R,B:U,1,4zpv,H+L,R,3,X-ray,4zpv,H+L,3,X-ray,4ZPW,S,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4grw_I-D,B:U,0,4grw,I,D,2,X-ray,4grw,I,2,X-ray,1F42,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
7lf7_H+L-K,B:U,0,7lf7,H+L,K,2,X-ray,7lf7,H+L,2,X-ray,7L6K,A,100,UNKNOWN,0,0,small molecules with 7 < n_atoms <= 15 detected
5vxm_B-A,B:U,0,5vxm,B,A,2,X-ray,5vxm,B,2,X-ray,3R9V,A,1,X-ray,0,0,NA
5vxm_B-A,B:U,1,5vxm,B,A,2,X-ray,5vxm,B,2,X-ray,3R9V,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
6svl_O+P-R,B:U,0,6svl,O+P,R,1,X-ray,6svl,O+P,1,X-ray,6O6W,A,100,UNKNOWN,0,0,NA
6svl_O+P-R,B:U,1,6svl,O+P,R,1,X-ray,6svl,O+P,1,X-ray,6SVK,A,1,X-ray,0,0,NA
6svl_O+P-R,B:U,2,6svl,O+P,R,1,X-ray,6svl,O+P,1,X-ray,6SVK,B,1,X-ray,0,0,NA
4zpv_A+B-S,B:U,0,4zpv,A+B,S,3,X-ray,4zpv,A+B,3,X-ray,4ZPW,R,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4zpv_A+B-S,B:U,1,4zpv,A+B,S,3,X-ray,4zpv,A+B,3,X-ray,4ZPW,S,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6woz_H+I-G,B:U,0,6woz,H+I,G,2,X-ray,6woz,H+I,2,X-ray,5W53,A,1,X-ray,0,0,NA
6woz_H+I-G,B:U,1,6woz,H+I,G,2,X-ray,6woz,H+I,2,X-ray,5W53,B,1,X-ray,0,0,NA
6svl_D+E-F,B:U,0,6svl,D+E,F,1,X-ray,6svl,D+E,1,X-ray,6O6W,A,100,UNKNOWN,0,0,small molecules with 7 < n_atoms <= 15 detected
6svl_D+E-F,B:U,1,6svl,D+E,F,1,X-ray,6svl,D+E,1,X-ray,6SVK,A,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
6svl_D+E-F,B:U,2,6svl,D+E,F,1,X-ray,6svl,D+E,1,X-ray,6SVK,B,1,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5d1x_B+A-E,B:U,0,5d1x,B+A,E,3,X-ray,5d1x,B+A,3,X-ray,3RTL,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_B+A-E,B:U,1,5d1x,B+A,E,3,X-ray,5d1x,B+A,3,X-ray,3RTL,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_B+A-E,B:U,2,5d1x,B+A,E,3,X-ray,5d1x,B+A,3,X-ray,3RTL,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_B+A-E,B:U,3,5d1x,B+A,E,3,X-ray,5d1x,B+A,3,X-ray,3RTL,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_B+A-E,B:U,4,5d1x,B+A,E,3,X-ray,5d1x,B+A,3,X-ray,3RUR,A,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_B+A-E,B:U,5,5d1x,B+A,E,3,X-ray,5d1x,B+A,3,X-ray,3RUR,B,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_B+A-E,B:U,6,5d1x,B+A,E,3,X-ray,5d1x,B+A,3,X-ray,3RUR,C,1,X-ray,0,0,small molecules with n_atoms > 15 detected
5d1x_B+A-E,B:U,7,5d1x,B+A,E,3,X-ray,5d1x,B+A,3,X-ray,3RUR,D,1,X-ray,0,0,small molecules with n_atoms > 15 detected
4qo1_A-B,B:U,0,4qo1,A,B,1,X-ray,4qo1,A,1,X-ray,2XWR,A,1,X-ray,0,0,NA
4qo1_A-B,B:U,1,4qo1,A,B,1,X-ray,4qo1,A,1,X-ray,2XWR,B,1,X-ray,0,0,NA
5gs0_D+C-A,B:U,0,5gs0,D+C,A,3,X-ray,5gs0,D+C,3,X-ray,1ZIW,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5gs0_D+C-A,B:U,1,5gs0,D+C,A,3,X-ray,5gs0,D+C,3,X-ray,2A0Z,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4zpt_H+L-S,B:U,0,4zpt,H+L,S,2,X-ray,4zpt,H+L,2,X-ray,4ZPW,R,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
4zpt_H+L-S,B:U,1,4zpt,H+L,S,2,X-ray,4zpt,H+L,2,X-ray,4ZPW,S,3,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5if0_A+B-I,U:U,0,5if0,A+B,I,2,X-ray,5IFA,H+L,1,X-ray,5IDL,A,2,X-ray,0,3,small molecules with 7 < n_atoms <= 15 detected
4etq_A+B-X,B:U,0,4etq,A+B,X,2,X-ray,4etq,A+B,2,X-ray,4E9O,X,1,X-ray,0,0,NA
7cr5_H+L-A,B:U,0,7cr5,H+L,A,2,X-ray,7cr5,H+L,2,X-ray,7CDZ,A,1,X-ray,0,0,NA
7cr5_H+L-A,B:U,1,7cr5,H+L,A,2,X-ray,7cr5,H+L,2,X-ray,7CDZ,B,1,X-ray,0,0,NA
7cr5_H+L-A,B:U,2,7cr5,H+L,A,2,X-ray,7cr5,H+L,2,X-ray,7CDZ,C,1,X-ray,0,0,NA
7cr5_H+L-A,B:U,3,7cr5,H+L,A,2,X-ray,7cr5,H+L,2,X-ray,7CDZ,D,1,X-ray,0,0,NA
7cr5_H+L-A,B:U,4,7cr5,H+L,A,2,X-ray,7cr5,H+L,2,X-ray,6YI3,A,100,UNKNOWN,0,0,NA
7cr5_H+L-A,B:U,5,7cr5,H+L,A,2,X-ray,7cr5,H+L,2,X-ray,6M3M,A,2,X-ray,0,0,NA
7cr5_H+L-A,B:U,6,7cr5,H+L,A,2,X-ray,7cr5,H+L,2,X-ray,6M3M,B,2,X-ray,0,0,NA
7cr5_H+L-A,B:U,7,7cr5,H+L,A,2,X-ray,7cr5,H+L,2,X-ray,6M3M,C,2,X-ray,0,0,NA
7cr5_H+L-A,B:U,8,7cr5,H+L,A,2,X-ray,7cr5,H+L,2,X-ray,6M3M,D,2,X-ray,0,0,NA
3eoa_B+A-J,U:U,0,3eoa,B+A,J,2,X-ray,3EO9,H+L,1,X-ray,1ZON,A,2,X-ray,0,0,NA
3eoa_B+A-J,U:U,1,3eoa,B+A,J,2,X-ray,3EO9,H+L,1,X-ray,1RD4,A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3eoa_B+A-J,U:U,2,3eoa,B+A,J,2,X-ray,3EO9,H+L,1,X-ray,1RD4,B,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3eoa_B+A-J,U:U,3,3eoa,B+A,J,2,X-ray,3EO9,H+L,1,X-ray,1RD4,C,2,X-ray,0,0,small molecules with n_atoms > 15 detected
3eoa_B+A-J,U:U,4,3eoa,B+A,J,2,X-ray,3EO9,H+L,1,X-ray,1RD4,D,2,X-ray,0,0,small molecules with n_atoms > 15 detected
5cbe_A+B-E,B:U,0,5cbe,A+B,E,2,X-ray,5cbe,A+B,2,X-ray,6VGJ,A,2,X-ray,0,0,NA
5cbe_A+B-E,B:U,1,5cbe,A+B,E,2,X-ray,5cbe,A+B,2,X-ray,6VGJ,B,2,X-ray,0,0,NA
5cbe_A+B-E,B:U,2,5cbe,A+B,E,2,X-ray,5cbe,A+B,2,X-ray,6VGJ,C,2,X-ray,0,0,NA
5cbe_A+B-E,B:U,3,5cbe,A+B,E,2,X-ray,5cbe,A+B,2,X-ray,6VGJ,D,2,X-ray,0,0,NA
5cbe_A+B-E,B:U,4,5cbe,A+B,E,2,X-ray,5cbe,A+B,2,X-ray,6VGJ,E,2,X-ray,0,0,NA
5cbe_A+B-E,B:U,5,5cbe,A+B,E,2,X-ray,5cbe,A+B,2,X-ray,6VGJ,F,2,X-ray,0,0,NA
5cbe_A+B-E,B:U,6,5cbe,A+B,E,2,X-ray,5cbe,A+B,2,X-ray,6VGJ,G,2,X-ray,0,0,NA
5cbe_A+B-E,B:U,7,5cbe,A+B,E,2,X-ray,5cbe,A+B,2,X-ray,7JNY,A,1,X-ray,0,0,NA
1yqv_H+L-Y,B:U,0,1yqv,H+L,Y,1,X-ray,1yqv,H+L,1,X-ray,7BYP,A,1,X-ray,0,0,NA
1yqv_H+L-Y,B:U,1,1yqv,H+L,Y,1,X-ray,1yqv,H+L,1,X-ray,7CDO,A,1,X-ray,0,0,NA
1yqv_H+L-Y,B:U,2,1yqv,H+L,Y,1,X-ray,1yqv,H+L,1,X-ray,7CDM,A,1,X-ray,0,0,NA
7k66_B+C-A,B:U,3,7k66,B+C,A,3,X-ray,7k66,B+C,3,X-ray,6MF0,A,3,X-ray,0,0,NA
1ztx_H+L-E,B:U,0,1ztx,H+L,E,2,X-ray,1ztx,H+L,2,X-ray,2I69,A,3,X-ray,0,0,NA
1ztx_H+L-E,B:U,1,1ztx,H+L,E,2,X-ray,1ztx,H+L,2,X-ray,2P5P,A,2,X-ray,0,0,NA
1ztx_H+L-E,B:U,2,1ztx,H+L,E,2,X-ray,1ztx,H+L,2,X-ray,2P5P,B,2,X-ray,0,0,NA
1ztx_H+L-E,B:U,3,1ztx,H+L,E,2,X-ray,1ztx,H+L,2,X-ray,2P5P,C,2,X-ray,0,0,NA
1ztx_H+L-E,B:U,4,1ztx,H+L,E,2,X-ray,1ztx,H+L,2,X-ray,2HG0,A,3,X-ray,0,0,NA
6jsz_D-A,B:U,0,6jsz,D,A,1,X-ray,6jsz,D,1,X-ray,2EWY,A,3,X-ray,0,0,small molecules with n_atoms > 15 detected
6jsz_D-A,B:U,1,6jsz,D,A,1,X-ray,6jsz,D,1,X-ray,2EWY,B,3,X-ray,0,0,small molecules with n_atoms > 15 detected
6jsz_D-A,B:U,2,6jsz,D,A,1,X-ray,6jsz,D,1,X-ray,2EWY,C,3,X-ray,0,0,small molecules with n_atoms > 15 detected
6jsz_D-A,B:U,3,6jsz,D,A,1,X-ray,6jsz,D,1,X-ray,2EWY,D,3,X-ray,0,0,small molecules with n_atoms > 15 detected
7niw_C+B-A,B:U,0,7niw,C+B,A,3,EM,7niw,C+B,3,EM,6S7P,A,3,EM,0,0,small molecules with n_atoms > 15 detected
5bo1_H+L-B,B:U,0,5bo1,H+L,B,2,X-ray,5bo1,H+L,2,X-ray,4CC0,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5bo1_H+L-B,B:U,1,5bo1,H+L,B,2,X-ray,5bo1,H+L,2,X-ray,4CC0,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5bo1_H+L-B,B:U,2,5bo1,H+L,B,2,X-ray,5bo1,H+L,2,X-ray,4CBZ,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5bo1_H+L-B,B:U,3,5bo1,H+L,B,2,X-ray,5bo1,H+L,2,X-ray,4CBZ,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5bo1_H+L-B,B:U,4,5bo1,H+L,B,2,X-ray,5bo1,H+L,2,X-ray,2VJ2,A,2,X-ray,0,0,NA
5bo1_H+L-B,B:U,5,5bo1,H+L,B,2,X-ray,5bo1,H+L,2,X-ray,2VJ2,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5bo1_H+L-B,B:U,6,5bo1,H+L,B,2,X-ray,5bo1,H+L,2,X-ray,4CC1,A,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
5bo1_H+L-B,B:U,7,5bo1,H+L,B,2,X-ray,5bo1,H+L,2,X-ray,4CC1,B,2,X-ray,0,0,small molecules with 7 < n_atoms <= 15 detected
7kdu_C-B+A,B:U,0,7kdu,C,B+A,2,X-ray,7kdu,C,2,X-ray,3RTI,B+A,2,X-ray,0,0,small molecules with n_atoms > 15 detected
4hcr_H+L-A,B:U,0,4hcr,H+L,A,2,X-ray,4hcr,H+L,2,X-ray,1GSM,A,1,X-ray,0,0,NA
