comp_name,type,chain_ids,candidate_pdb_id,candidate_chain_ids,assembly_id
6iap_H+L-A,AG,A,1OLL,A,1
6iap_H+L-A,AG,A,1P6F,A,1
4u3x_C-D,AG,D,7BYP,A,1
4u3x_C-D,AG,D,7CDO,A,1
4u3x_C-D,AG,D,7CDM,A,1
4nnp_H+L-A,AG,A,4K3V,A,1
4nnp_H+L-A,AG,A,4K3V,B,2
4nnp_H+L-A,AG,A,4NNO,A,1
5uqy_P+O-M+F,AB,P+O,5JRP,H+L,1
6pzw_J+G-B,AB,J+G,6PZH,H+L,1
6pzw_J+G-B,AB,J+G,6PZH,B+A,2
6dzv_B+C-A,AB,B+C,6D9G,A+B,1
6dzv_B+C-A,AB,B+C,6D9G,C+D,2
6e5p_S+T-C,AB,S+T,3OAY,H+H,1
6e5p_S+T-C,AB,S+T,3OAY,M+M,2
6e5p_S+T-C,AB,S+T,3OAZ,H+H,1
6e5p_S+T-C,AB,S+T,3OAZ,M+M,2
7k8t_O+P-A,AB,O+P,7K8O,H+L,1
5cba_A+B-E,AG,E,6VGJ,A,1
5cba_A+B-E,AG,E,6VGJ,B,2
5cba_A+B-E,AG,E,6VGJ,C,3
5cba_A+B-E,AG,E,6VGJ,D,4
5cba_A+B-E,AG,E,6VGJ,E,5
5cba_A+B-E,AG,E,6VGJ,F,6
5cba_A+B-E,AG,E,6VGJ,G,7
5cba_A+B-E,AG,E,7JNY,A,1
5jmo_C-A,AB,C,5JMR,A,1
5jmo_C-A,AB,C,5JMR,B,2
5jmo_C-A,AG,A,7O1U,A,1
5jmo_C-A,AG,A,7O22,A,1
5jmo_C-A,AG,A,7O1W,A,1
5jmo_C-A,AG,A,7O1Y,A,1
5jmo_C-A,AG,A,7O20,A,1
4fqv_J+N-D+C,AB,J+N,4FQH,L+L,1
4fqv_J+N-D+C,AB,J+N,4FQH,B+B,2
7n3i_H+L-C,AB,H+L,7N3G,H+L,1
4hkx_A+B-E,AG,E,6CHX,A,1
4hkx_A+B-E,AG,E,6CHX,B,2
7k8y_G+I-B+D,AB,G+I,7K8Q,H+L,1
6war_D-C,AG,C,4ZPW,R,1
6war_D-C,AG,C,4ZPW,S,2
6jep_K+I-F,AG,F,5OMZ,A,1
7kbb_A+B-E+C,AB,A+B,7KBA,A+B,1
7kbb_A+B-E+C,AB,A+B,7KBA,H+L,2
7cqd_I+M-B,AB,I+M,4YNY,A+B,1
7cqd_I+M-B,AB,I+M,4YNY,C+D,2
4rgn_B+C-A,AG,A,3SEB,A,1
4rgn_B+C-A,AG,A,1SE3,A,1
4rgn_B+C-A,AG,A,1SE4,A,1
7d5q_D-B,AB,D,6KSN,A,1
7d5q_D-B,AB,D,6KSN,B,2
7kjh_A-C,AG,C,7KJ7,B,1
7kjh_A-C,AG,C,7KJ7,A,2
6mco_H+L-G,AB,H+L,4R26,H+L,1
4x7d_C-B,AG,B,4OOS,A,1
2ny2_D+C-A,AB,D+C,1RZ8,B+A,1
2ny2_D+C-A,AB,D+C,1RZ8,D+C,2
4g3y_H+L-C,AB,H+L,6UGV,H+L,1
4g3y_H+L-C,AB,H+L,6UGV,A+B,2
4g3y_H+L-C,AB,H+L,5VH4,H+L,1
4g3y_H+L-C,AB,H+L,5VH4,A+B,2
4g3y_H+L-C,AB,H+L,6UGS,H+L,1
4g3y_H+L-C,AB,H+L,6UGS,A+B,2
4g3y_H+L-C,AB,H+L,6UGU,H+L,1
4g3y_H+L-C,AB,H+L,6UGU,A+B,2
4g3y_H+L-C,AB,H+L,6UGT,H+L,1
4g3y_H+L-C,AB,H+L,6UGT,A+B,2
4m1c_E+F-B,AG,B,4GS8,A,1
4m1c_E+F-B,AG,B,4GS8,B,2
4m1c_E+F-B,AG,B,4GSC,A,1
4m1c_E+F-B,AG,B,4GSC,B,2
4m1c_E+F-B,AG,B,4NXO,A,1
4m1c_E+F-B,AG,B,4NXO,B,2
5a7x_H+G-E,AB,H+G,1RZ8,B+A,1
5a7x_H+G-E,AB,H+G,1RZ8,D+C,2
2q8a_H+L-A,AG,A,4R1C,A,1
2q8a_H+L-A,AG,A,4R1C,B,2
2q8a_H+L-A,AG,A,4R19,A,1
2q8a_H+L-A,AG,A,4R19,B,2
2q8a_H+L-A,AG,A,4R1B,A,1
6w7s_H+L-A,AG,A,2FR0,A,1
6w7s_H+L-A,AG,A,2FR1,A,1
7o06_A-C,AG,C,7NWJ,A,1
6svl_A+B-C,AG,C,6O6W,A,1
6svl_A+B-C,AG,C,6SVK,A,1
6svl_A+B-C,AG,C,6SVK,B,2
4lhq_B-A,AG,A,4HUO,X,1
4lhq_B-A,AG,A,6URX,A,1
4lhq_B-A,AG,A,4HV7,X,1
4lhq_B-A,AG,A,4MX5,X,1
4lhq_B-A,AG,A,6URY,A,1
4lhq_B-A,AG,A,6URY,B,2
4r0l_H+L-D,AB,H+L,4LCI,H+L,1
5wux_C+D-G,AB,C+D,5WUV,H+L,1
4eiz_C-B,AG,B,7LVC,A,1
4eiz_C-B,AG,B,4PSS,A,1
4eiz_C-B,AG,B,4PSY,A,1
4eiz_C-B,AG,B,7D6G,A,1
4eiz_C-B,AG,B,4PTH,A,1
2wub_R+Q-C,AG,C,1YBW,A,1
2wub_R+Q-C,AG,C,1YBW,B,2
6ba5_F+E-O,AG,O,5Z55,A,1
7k8z_M+N-C,AB,M+N,7K8R,H+L,1
4jpw_H+L-G,AG,G,4DKO,A,1
4jpw_H+L-G,AG,G,4DKO,C,2
4jpw_H+L-G,AG,G,4RZ8,A,1
4jpw_H+L-G,AG,G,4RZ8,B,2
4jpw_H+L-G,AG,G,4RZ8,C,3
4jpw_H+L-G,AG,G,4RZ8,D,4
4jpw_H+L-G,AG,G,4DVV,A,1
4jpw_H+L-G,AG,G,4DVV,B,2
4jpw_H+L-G,AG,G,4DKP,A,1
4jpw_H+L-G,AG,G,4DKP,C,2
4jpw_H+L-G,AG,G,4DKQ,A,1
6osv_H+L-K,AG,K,6OSN,A,1
4s10_A-C,AB,A,4S11,A,1
4nnp_X+Y-B,AG,B,4K3V,A,1
4nnp_X+Y-B,AG,B,4K3V,B,2
4nnp_X+Y-B,AG,B,4NNO,A,1
1a2y_B+A-C,AB,B+A,1VFA,B+A,1
4xnz_E+F-D,AG,D,3TGT,A,1
4dgi_H+L-A,AG,A,5L6R,A,1
4dgi_H+L-A,AG,A,6DU9,A,1
4dgi_H+L-A,AG,A,5YJ5,A,1
6s8d_Y+U-E,AG,E,2LCY,A,1
6s8d_Y+U-E,AG,E,2LCZ,A,1
7nd0_H+L-A,AB,H+L,7BM5,B+A,2
7nd0_H+L-A,AB,H+L,7BM5,D+C,3
7nd0_H+L-A,AB,H+L,7BM5,F+E,4
7nd0_H+L-A,AB,H+L,7BM5,I+G,6
3jwd_P+O-B,AB,P+O,1RZ7,H+L,1
3jwd_P+O-B,AG,B,1WIO,A,1
3jwd_P+O-B,AG,B,1WIO,B,2
3jwd_P+O-B,AG,B,1WIQ,A,1
3jwd_P+O-B,AG,B,1WIQ,B,2
3jwd_P+O-B,AG,B,1WIP,A,1
3jwd_P+O-B,AG,B,1WIP,B,2
1nby_B+A-C,AB,B+A,1DQQ,B+A,1
1nby_B+A-C,AB,B+A,1DQQ,D+C,2
1nby_B+A-C,AB,B+A,1DQM,H+L,1
5grj_H+L-A,AB,H+L,4NKI,H+L,1
5grj_H+L-A,AG,A,3BIS,A,1
5grj_H+L-A,AG,A,3BIS,B,2
5igx_H+L-G,AB,H+L,4JDV,A+B,1
5igx_H+L-G,AB,H+L,4JDV,H+L,2
5t3z_H+L-G,AB,H+L,4FQ2,H+L,1
4x7d_D-A,AG,A,4OOS,A,1
1g7m_B+A-C,AG,C,7BYP,A,1
1g7m_B+A-C,AG,C,7CDO,A,1
1g7m_B+A-C,AG,C,7CDM,A,1
6wxl_H+L-B+A,AG,B+A,4LN3,B+A,2
6wxl_H+L-B+A,AG,B+A,4LN3,D+C,3
6wxl_H+L-B+A,AG,B+A,4LN3,F+E,4
6wxl_H+L-B+A,AG,B+A,4LN3,H+G,6
6wxl_H+L-B+A,AG,B+A,4LN3,J+I,7
6wxl_H+L-B+A,AG,B+A,4LN3,L+K,8
6wxl_H+L-B+A,AG,B+A,4LN4,B+A,2
6wxl_H+L-B+A,AG,B+A,4LN4,D+C,3
6wxl_H+L-B+A,AG,B+A,4LN4,F+E,4
6wxl_H+L-B+A,AG,B+A,4LN4,H+G,6
6wxl_H+L-B+A,AG,B+A,4LN4,J+I,7
6wxl_H+L-B+A,AG,B+A,4LN4,L+K,8
5wk3_W+V-D,AB,W+V,5WK2,H+L,1
5wk3_W+V-D,AG,D,1NR2,A,1
5wk3_W+V-D,AG,D,1NR2,B,2
3u30_F+E-D,AG,D,2W9N,A,1
3u30_F+E-D,AG,D,3AXC,A,1
6dcq_H+L-B+A,AB,H+L,4NUG,L+L,1
6txz_J+N-C,AG,C,5F71,A,1
6txz_J+N-C,AG,C,5F71,B,2
3pnw_K+J-L,AG,L,3S6W,A,1
3pnw_K+J-L,AG,L,5YJ8,A,1
3pnw_K+J-L,AG,L,3PMT,A,1
7bua_H+L-A,AG,A,5OMZ,A,1
6vy2_H+L-A,AB,H+L,6VU2,H+L,1
4ut9_H+L-A,AG,A,4UTC,A,1
4ut9_H+L-A,AG,A,4UTC,B,2
7kbt_E+F-A,AG,A,6MF0,A,2
1fe8_H+L-A,AG,A,1ATZ,A,1
1fe8_H+L-A,AG,A,1ATZ,B,2
1fe8_H+L-A,AG,A,1AO3,A,1
1fe8_H+L-A,AG,A,1AO3,B,2
5vxl_B-A,AG,A,3R9V,A,1
5vxl_B-A,AG,A,3R9V,B,2
4nc0_B-A,AG,A,2G7C,A,1
4nc0_B-A,AG,A,2G7C,B,2
5vl3_C+D-S,AB,C+D,5VKK,H+L,1
5vl3_C+D-S,AB,C+D,5VKK,A+B,2
6did_D+C-F+I,AB,D+C,6CJK,B+A,1
6did_D+C-F+I,AB,D+C,6CJK,D+C,2
4pou_B-A,AG,A,8RAT,A,1
4pou_B-A,AG,A,6ETL,A,1
4pou_B-A,AG,A,6ETM,A,1
4pou_B-A,AG,A,7RSA,A,1
4pou_B-A,AG,A,6ETK,A,1
1bzq_M-C,AG,C,8RAT,A,1
1bzq_M-C,AG,C,6ETL,A,1
1bzq_M-C,AG,C,6ETM,A,1
1bzq_M-C,AG,C,7RSA,A,1
1bzq_M-C,AG,C,6ETK,A,1
7lo6_L+K-A,AB,L+K,1RZ8,B+A,1
7lo6_L+K-A,AB,L+K,1RZ8,D+C,2
3jbq_h+l-B,AG,B,3JWQ,A,1
3jbq_h+l-B,AG,B,3JWQ,B,2
3jbq_h+l-B,AG,B,3JWQ,C,3
3jbq_h+l-B,AG,B,3JWQ,D,4
5thr_N+K-E,AB,N+K,1RZ8,B+A,1
5thr_N+K-E,AB,N+K,1RZ8,D+C,2
6jb2_A-B,AG,B,7BYP,A,1
6jb2_A-B,AG,B,7CDO,A,1
6jb2_A-B,AG,B,7CDM,A,1
3w2d_H+L-A,AG,A,3SEB,A,1
3w2d_H+L-A,AG,A,1SE3,A,1
3w2d_H+L-A,AG,A,1SE4,A,1
6svl_G+I-J,AG,J,6O6W,A,1
6svl_G+I-J,AG,J,6SVK,A,1
6svl_G+I-J,AG,J,6SVK,B,2
1op9_A-B,AG,B,3FE0,A,1
1op9_A-B,AG,B,6LFH,X,1
1op9_A-B,AG,B,2ZIJ,A,1
1op9_A-B,AG,B,2NWD,X,1
1op9_A-B,AG,B,5LSH,A,1
4cdg_D-B,AG,B,2MH9,A,1
6cwg_B-A,AB,B,6CWK,A,1
6cwg_B-A,AG,A,4HUO,X,1
6cwg_B-A,AG,A,6URX,A,1
6cwg_B-A,AG,A,4HV7,X,1
6cwg_B-A,AG,A,4MX5,X,1
6cwg_B-A,AG,A,6URY,A,1
6cwg_B-A,AG,A,6URY,B,2
4gxu_S+T-G,AB,S+T,4GXV,H+L,1
4gxu_S+T-G,AB,S+T,4GXV,I+M,2
4hkz_B+A-H+E,AB,B+A,6MH2,B+A,1
4hkz_B+A-H+E,AB,B+A,6MH2,D+C,2
1n8z_B+A-C,AB,B+A,6MH2,B+A,1
1n8z_B+A-C,AB,B+A,6MH2,D+C,2
3opz_H+L-A,AG,A,1MS1,A,1
3opz_H+L-A,AG,A,1MS1,B,2
3opz_H+L-A,AG,A,2AH2,A,1
3opz_H+L-A,AG,A,1MS9,A,1
3opz_H+L-A,AG,A,1MS9,B,2
3opz_H+L-A,AG,A,1MS3,A,1
3opz_H+L-A,AG,A,1MS3,B,2
3opz_H+L-A,AG,A,3B69,A,1
1g7h_B+A-C,AG,C,7BYP,A,1
1g7h_B+A-C,AG,C,7CDO,A,1
1g7h_B+A-C,AG,C,7CDM,A,1
5toj_D-A,AB,D,5TP3,A,1
5toj_D-A,AB,D,5TP3,B,2
7lvw_L-C,AB,L,7LVU,A,1
7lvw_L-C,AB,L,7LVU,B,2
7lvw_L-C,AB,L,7LVU,C,3
7lvw_L-C,AB,L,7LVU,D,4
4ydl_B+C-A,AG,A,3TGT,A,1
4k9e_H+L-C,AG,C,2EC8,A,1
6r8x_C+B-A,AG,A,6VLV,A,1
6r8x_C+B-A,AG,A,6USY,A,1
6r8x_C+B-A,AG,A,6VLU,A,1
6r8x_C+B-A,AG,A,7MBO,A,1
6r8x_C+B-A,AG,A,6TS5,A,1
6fxn_O+P-L,AB,O+P,5Y9K,H+L,1
5ush_D+E-A,AG,A,4E9O,X,1
5ukr_H+L-G,AB,H+L,5UKQ,H+L,1
3pnw_Q+P-R,AG,R,3S6W,A,1
1mlc_D+C-F,AB,D+C,1MLB,B+A,1
1mlc_D+C-F,AG,F,7BYP,A,1
1mlc_D+C-F,AG,F,7CDO,A,1
1mlc_D+C-F,AG,F,7CDM,A,1
6ayz_R+C-M,AG,M,2IDC,A,1
6ayz_R+C-M,AG,M,1WG3,A,1
6ayz_R+C-M,AG,M,1ROC,A,1
1jto_B-M,AG,M,7BYP,A,1
1jto_B-M,AG,M,7CDO,A,1
1jto_B-M,AG,M,7CDM,A,1
4g6j_H+L-A,AB,H+L,4G5Z,H+L,1
4g6j_H+L-A,AG,A,5R7W,A,1
4g6j_H+L-A,AG,A,5R8F,A,1
4g6j_H+L-A,AG,A,5R8P,A,1
4g6j_H+L-A,AG,A,6Y8M,A,1
4g6j_H+L-A,AG,A,6Y8I,A,1
2qad_D+C-A,AB,D+C,1RZG,A+B,1
2qad_D+C-A,AB,D+C,1RZG,C+D,2
5usl_H+L-X,AG,X,4E9O,X,1
4n9o_B-A,AG,A,5L6R,A,1
4n9o_B-A,AG,A,6DU9,A,1
4n9o_B-A,AG,A,5YJ5,A,1
4lhq_D-C,AG,C,4HUO,X,1
4lhq_D-C,AG,C,6URX,A,1
4lhq_D-C,AG,C,4HV7,X,1
4lhq_D-C,AG,C,4MX5,X,1
4lhq_D-C,AG,C,6URY,A,1
4lhq_D-C,AG,C,6URY,B,2
3jab_H+L-C,AB,H+L,12E8,H+H,1
3jab_H+L-C,AB,H+L,12E8,P+P,2
3jab_H+L-C,AG,C,3JWQ,A,1
3jab_H+L-C,AG,C,3JWQ,B,2
3jab_H+L-C,AG,C,3JWQ,C,3
3jab_H+L-C,AG,C,3JWQ,D,4
5utz_F+G-E,AG,E,1PW6,A,1
5utz_F+G-E,AG,E,1PW6,B,2
5utz_F+G-E,AG,E,1M4C,A,1
5utz_F+G-E,AG,E,1M4C,B,2
5utz_F+G-E,AG,E,1M49,A,1
5utz_F+G-E,AG,E,1M49,B,2
5utz_F+G-E,AG,E,1M47,A,1
5utz_F+G-E,AG,E,1M48,A,1
5utz_F+G-E,AG,E,1M48,B,2
4ybl_B+C-A,AB,B+C,3TNM,H+L,1
4ybl_B+C-A,AB,B+C,3TNM,A+B,2
3ld8_C+B-A,AG,A,6MEV,A,1
3ld8_C+B-A,AG,A,6MEV,B,2
3ld8_C+B-A,AG,A,6MEV,C,3
3ld8_C+B-A,AG,A,6MEV,D,4
3ld8_C+B-A,AG,A,6MEV,E,5
3ld8_C+B-A,AG,A,6MEV,F,6
3ld8_C+B-A,AG,A,6MEV,G,7
3ld8_C+B-A,AG,A,6MEV,H,8
4jan_H+L-G,AB,H+L,4JAM,H+L,1
4jan_H+L-G,AB,H+L,4JAM,A+B,2
6dc5_E+F-D,AB,E+F,6DC4,L+L,1
3mxw_H+L-A,AB,H+L,3MXV,H+L,1
3mxw_H+L-A,AG,A,3M1N,A,1
3mxw_H+L-A,AG,A,3M1N,B,2
3mxw_H+L-A,AG,A,6PJV,A,1
5w6d_D+E-B,AB,D+E,4TOY,H+L,1
4grw_E-D,AG,D,1F42,A,1
5a7x_D+C-A,AB,D+C,1RZ8,B+A,1
5a7x_D+C-A,AB,D+C,1RZ8,D+C,2
6vn0_H+L-B+A,AB,H+L,6VSR,B+B,1
5k9o_A+B-F,AG,F,3UYW,A,1
5k9o_A+B-F,AG,F,3UYW,B,2
5k9o_A+B-F,AG,F,3UYW,C,3
5k9o_A+B-F,AG,F,3UYW,D,4
2fjg_H+L-W,AB,H+L,2FJF,B+A,2
2fjg_H+L-W,AB,H+L,2FJF,D+C,3
2fjg_H+L-W,AB,H+L,2FJF,F+E,4
2fjg_H+L-W,AB,H+L,2FJF,I+G,5
2fjg_H+L-W,AB,H+L,2FJF,N+M,7
2fjg_H+L-W,AB,H+L,2FJF,P+O,8
2fjg_H+L-W,AB,H+L,2FJF,R+Q,9
2fjg_H+L-W,AB,H+L,2FJF,T+S,10
2fjg_H+L-W,AB,H+L,2FJF,V+U,11
2fjg_H+L-W,AB,H+L,2FJF,X+W,12
7d8b_B-A,AG,A,7MEU,A,1
7d8b_B-A,AG,A,7MEU,B,2
7d8b_B-A,AG,A,4TPW,A,1
7d8b_B-A,AG,A,4TPW,B,2
7d8b_B-A,AG,A,4TQC,A,1
7d8b_B-A,AG,A,4TQC,B,2
7d8b_B-A,AG,A,4TQB,A,1
7d8b_B-A,AG,A,4TQB,B,2
7d8b_B-A,AG,A,4DUM,A,1
5vig_H+L-Z,AG,Z,5OMZ,A,1
3ulv_H+L-A,AB,H+L,3NA9,H+L,1
3ulv_H+L-A,AG,A,1ZIW,A,1
3ulv_H+L-A,AG,A,2A0Z,A,1
6sge_B-C,AG,C,6HXU,A,1
6vmk_Z+Y-a,AG,a,6FTY,A,1
6vmk_Z+Y-a,AG,a,6FUT,A,1
6vmk_Z+Y-a,AG,a,6FUI,A,1
6vmk_Z+Y-a,AG,a,6QMT,A,1
6vmk_Z+Y-a,AG,a,6QMT,B,2
6vmk_Z+Y-a,AG,a,6FUH,A,1
4py8_I+J-B+A,AB,I+J,4PY7,I+J,1
4py8_I+J-B+A,AB,I+J,4PY7,A+B,2
6ey0_E-A,AB,E,5LZ0,A,1
6ey0_E-A,AB,E,5LZ0,B,2
6mek_B+D-A,AB,B+D,6MED,A+B,1
6mek_B+D-A,AB,B+D,6MED,C+D,2
6mek_B+D-A,AB,B+D,6MED,G+I,3
6z3q_H+L-C+A+B,AB,H+L,6Z3K,A+B,2
6z3q_H+L-C+A+B,AB,H+L,6Z3K,C+D,3
6z3q_H+L-C+A+B,AB,H+L,6Z3K,E+F,4
6z3q_H+L-C+A+B,AB,H+L,6Z3K,M+N,6
6z3q_H+L-C+A+B,AB,H+L,6Z3K,O+P,7
6z3q_H+L-C+A+B,AB,H+L,6Z3K,Q+R,8
6z3q_H+L-C+A+B,AB,H+L,6Z3K,G+I,9
5x8m_B+C-A,AG,A,5C3T,A,1
4xx1_M+O-J,AG,J,4X96,A,1
4xx1_M+O-J,AG,J,4X96,B,2
4xx1_M+O-J,AG,J,4X96,C,3
4xx1_M+O-J,AG,J,4X96,D,4
4xx1_M+O-J,AG,J,5TXF,A,1
4xx1_M+O-J,AG,J,5TXF,B,2
4xx1_M+O-J,AG,J,5TXF,C,3
4xx1_M+O-J,AG,J,5TXF,D,4
4xx1_M+O-J,AG,J,6MVD,A,1
4xx1_M+O-J,AG,J,6MVD,B,2
6war_H-G,AG,G,4ZPW,R,1
6war_H-G,AG,G,4ZPW,S,2
3p0g_B-A,AG,A,6OBA,A,1
3p0g_B-A,AG,A,5D6L,A,1
3p0g_B-A,AG,A,5D5A,A,1
3p0g_B-A,AG,A,2RH1,A,1
3p0g_B-A,AG,A,5X7D,A,1
5c7x_H+L-A,AB,H+L,5D7S,H+L,1
5c7x_H+L-A,AG,A,2GMF,A,1
5c7x_H+L-A,AG,A,2GMF,B,2
4w2o_E-F,AB,E,6APQ,A,1
5vkd_H+L-A,AG,A,5DSD,A,1
6vn0_G+J-E+C,AB,G+J,6VSR,A+B,1
5j56_B-A,AG,A,4HUO,X,1
5j56_B-A,AG,A,6URX,A,1
5j56_B-A,AG,A,4HV7,X,1
5j56_B-A,AG,A,4MX5,X,1
5j56_B-A,AG,A,6URY,A,1
5j56_B-A,AG,A,6URY,B,2
5njg_C+D-B,AB,C+D,5NIV,B+A,1
6mdt_H+L-G,AB,H+L,4R26,H+L,1
7cqc_H+L-A,AB,H+L,4YNY,A+B,1
7cqc_H+L-A,AB,H+L,4YNY,C+D,2
6ccb_D+E-C,AB,D+E,4FQ2,H+L,1
2p46_B-A,AG,A,8RAT,A,1
2p46_B-A,AG,A,6ETL,A,1
2p46_B-A,AG,A,6ETM,A,1
2p46_B-A,AG,A,7RSA,A,1
2p46_B-A,AG,A,6ETK,A,1
3a6c_H+L-Y,AG,Y,7BYP,A,1
3a6c_H+L-Y,AG,Y,7CDO,A,1
3a6c_H+L-Y,AG,Y,7CDM,A,1
6gwn_B-A,AG,A,3Q02,A,1
6gwn_B-A,AG,A,3Q02,B,2
6gwn_B-A,AG,A,3Q03,A,1
6gwn_B-A,AG,A,3Q03,B,2
2yss_B+A-C,AG,C,7BYP,A,1
2yss_B+A-C,AG,C,7CDO,A,1
2yss_B+A-C,AG,C,7CDM,A,1
6u0l_I+J-B,AB,I+J,1RZF,L+L,1
7l0n_C+D-S,AB,C+D,6WS6,A+A,1
7l0n_C+D-S,AB,C+D,6WS6,C+C,2
7l0n_C+D-S,AB,C+D,6WS6,E+E,3
6vja_H+L-C,AB,H+L,4KAQ,H+L,1
1z3g_I+M-B,AG,B,1Z27,A,1
5kvf_H+L-E,AG,E,5OMZ,A,1
6fxn_H+I-C,AB,H+I,5Y9K,H+L,1
5w9o_H+I-G,AB,H+I,5VZR,H+L,1
5w9o_H+I-G,AB,H+I,5VZR,A+B,2
7kgk_B-A,AB,B,7MFV,B,1
7lfa_H+L-C,AG,C,7L6K,A,1
5i8h_I+J-A,AB,I+J,4JY5,H+H,1
5w4l_B+C-A,AG,A,4DKO,A,1
5w4l_B+C-A,AG,A,4DKO,C,2
5w4l_B+C-A,AG,A,4RZ8,A,1
5w4l_B+C-A,AG,A,4RZ8,B,2
5w4l_B+C-A,AG,A,4RZ8,C,3
5w4l_B+C-A,AG,A,4RZ8,D,4
5w4l_B+C-A,AG,A,4DVV,A,1
5w4l_B+C-A,AG,A,4DVV,B,2
5w4l_B+C-A,AG,A,4DKP,A,1
5w4l_B+C-A,AG,A,4DKP,C,2
5w4l_B+C-A,AG,A,4DKQ,A,1
5ush_H+L-X,AG,X,4E9O,X,1
4fqy_H+L-B+A,AB,H+L,4FQH,H+L,1
4fqy_H+L-B+A,AB,H+L,4FQH,A+B,2
5j3d_H+L-K+J,AB,H+L,5ITB,H+L,1
1mel_B-M,AG,M,7BYP,A,1
1mel_B-M,AG,M,7CDO,A,1
1mel_B-M,AG,M,7CDM,A,1
5mo9_H+L-X,AG,X,1WWB,X,1
5hvh_B-A,AG,A,7NEE,A,1
6vmk_i+h-j,AG,j,6FTY,A,1
6vmk_i+h-j,AG,j,6FUT,A,1
6vmk_i+h-j,AG,j,6FUI,A,1
6vmk_i+h-j,AG,j,6QMT,A,1
6vmk_i+h-j,AG,j,6QMT,B,2
6vmk_i+h-j,AG,j,6FUH,A,1
5w9p_F+G-J,AB,F+G,5VZR,H+L,1
5w9p_F+G-J,AB,F+G,5VZR,A+B,2
1xgq_B+A-C,AG,C,7BYP,A,1
1xgq_B+A-C,AG,C,7CDO,A,1
1xgq_B+A-C,AG,C,7CDM,A,1
1qle_H+L-B,AB,H+L,1MQK,H+L,1
4ksd_B-A,AG,A,5KPJ,A,1
4ksd_B-A,AG,A,3G60,A,1
4ksd_B-A,AG,A,3G60,B,2
4ksd_B-A,AG,A,4KSC,A,1
4ksd_B-A,AG,A,4KSB,A,1
4ksd_B-A,AG,A,5KPI,A,1
4ksd_B-A,AG,A,5KPI,B,2
5v7j_D+E-B,AB,D+E,4TOY,H+L,1
4i0c_C-B,AG,B,3FE0,A,1
4i0c_C-B,AG,B,6LFH,X,1
4i0c_C-B,AG,B,2ZIJ,A,1
4i0c_C-B,AG,B,2NWD,X,1
4i0c_C-B,AG,B,5LSH,A,1
7r6w_A+B-R,AB,A+B,6WS6,A+A,1
7r6w_A+B-R,AB,A+B,6WS6,C+C,2
7r6w_A+B-R,AB,A+B,6WS6,E+E,3
4n1c_A-C,AG,C,7BYP,A,1
4n1c_A-C,AG,C,7CDO,A,1
4n1c_A-C,AG,C,7CDM,A,1
6okp_K+L-E,AB,K+L,6OKQ,A+B,1
6okp_K+L-E,AB,K+L,6OKQ,D+C,2
6okp_K+L-E,AB,K+L,6OKQ,F+E,3
5jxe_G+F-A,AG,A,2M2D,A,1
5iml_B-A,AG,A,2ICC,A,1
6s3t_D+C-S,AB,D+C,6RNN,H+L,1
6s3t_D+C-S,AB,D+C,6RNN,D+C,2
6s3t_D+C-S,AG,S,6RUX,A,1
6s3t_D+C-S,AG,S,6RUX,B,2
6s3t_D+C-S,AG,S,6RUX,C,3
6s3t_D+C-S,AG,S,6RQG,A,1
6s3t_D+C-S,AG,S,6RQG,B,2
6s3t_D+C-S,AG,S,6RQG,C,3
6vmj_M+L-W,AG,W,6FTY,A,1
6vmj_M+L-W,AG,W,6FUT,A,1
6vmj_M+L-W,AG,W,6FUI,A,1
6vmj_M+L-W,AG,W,6QMT,A,1
6vmj_M+L-W,AG,W,6QMT,B,2
6vmj_M+L-W,AG,W,6FUH,A,1
2w9e_H+L-A,AG,A,5L6R,A,1
2w9e_H+L-A,AG,A,6DU9,A,1
2w9e_H+L-A,AG,A,5YJ5,A,1
1zmy_A-L,AG,L,7BYP,A,1
1zmy_A-L,AG,L,7CDO,A,1
1zmy_A-L,AG,L,7CDM,A,1
4ttd_H+L-A,AG,A,7BYP,A,1
4ttd_H+L-A,AG,A,7CDO,A,1
4ttd_H+L-A,AG,A,7CDM,A,1
3pnw_N+M-O,AG,O,3S6W,A,1
6vbg_C-A,AG,A,4ZYR,A,1
6vbg_C-A,AG,A,4ZYR,B,2
6eyo_H+L-A,AB,H+L,6EYN,H+L,1
6eyo_H+L-A,AB,H+L,6EYN,B+A,2
6eyo_H+L-A,AB,H+L,6EYN,D+C,3
1rjc_A-B,AG,B,7BYP,A,1
1rjc_A-B,AG,B,7CDO,A,1
1rjc_A-B,AG,B,7CDM,A,1
6w2c_B+C-A,AB,B+C,5I66,A+B,1
3qa3_D+C-G,AG,G,4XW2,A,1
5n0a_I+M-B,AB,I+M,4UT7,H+L,1
6bpe_H+I-G,AG,G,5W53,A,1
6bpe_H+I-G,AG,G,5W53,B,2
1xfp_A-L,AG,L,7BYP,A,1
1xfp_A-L,AG,L,7CDO,A,1
1xfp_A-L,AG,L,7CDM,A,1
6u54_A-B,AB,A,6U53,A,1
6u54_A-B,AG,B,6EHL,A,1
6u54_A-B,AG,B,4QAZ,A,1
6u54_A-B,AG,B,4QB0,A,1
5fcu_H+L-G,AB,H+L,4RFE,H+L,1
5fcu_H+L-G,AB,H+L,4RFE,A+B,2
5fcu_H+L-G,AB,H+L,4RFE,C+D,3
